
Bisection Function #1
Iteration, Error
0,1.0
1,1.0
2,0.3333333333333333
3,0.2
4,0.09090909090909091
5,0.043478260869565216
6,0.02127659574468085
7,0.010752688172043012
8,0.0053475935828877
root = 0.365234375
Iteration, Error
0,1.0
1,0.14285714285714285
2,0.06666666666666667
3,0.03225806451612903
4,0.01639344262295082
5,0.008130081300813009
root = 1.921875
Iteration, Error
0,1.0
1,0.09090909090909091
2,0.043478260869565216
3,0.02127659574468085
4,0.010526315789473684
5,0.005235602094240838
root = DNE
Iteration, Error
0,1.0
1,0.06666666666666667
2,0.034482758620689655
3,0.017543859649122806
4,0.008695652173913044
root = 3.59375

Newton-Raphson Function #1
Iteration, Error
0,1.0
1,1.1111111111111114
2,0.6660274185606554
3,0.7831740557975567
4,1.0375225811171382
5,1.8744676789257257
6,13.345238081107995
7,0.8592340460003389
8,0.1758196753769094
9,0.010774523058976635
10,4.0544141473642856E-5
root = 0.3650982431529569
Iteration, Error
0,1.0
1,0.040816326530612096
2,8.966105205263337E-5
root = 1.921740932764785
Iteration, Error
0,1.0
1,0.415584415584413
2,0.20225616613756806
3,0.12571152449993017
4,0.0536458018510923
5,0.009954514758073326
root = 3.5643380328473393
Iteration, Error
0,1.0
1,0.08943089430894324
2,0.027735734430330415
3,0.002613709350813066
root = 3.5632410951822684

Secant Function #1
Iteration, Error
0,1.0
1,0.6
2,7.041666666666668
3,1.2231372749514806
4,0.16112015101127664
5,0.10440734574903328
6,0.010095738381067724
7,3.2532488621858316E-4
root = 0.3650986484595684
Iteration, Error
0,0.5
1,0.062499999999999764
2,0.02046775136762735
3,2.888808683883354E-5
root = 1.9217410380830566
Iteration, Error
0,0.3333333333333333
1,0.6153846153846153
2,0.054238592104631854
3,0.021867690599913333
4,5.932739152181109E-5
root = 1.921740851397262
Iteration, Error
0,0.25
1,0.2024539877300617
2,0.04444986362434202
3,0.029279032988293544
4,0.007001626847056935
root = 3.5613402094894706

False-Position Function #1
Iteration, Error
0,1.0
1,0.39609375
2,0.1516957432891354
3,0.045966276899900564
4,0.01292432823427843
5,0.0035569755183265687
root = 0.3655871767763859
Iteration, Error
0,1.0
1,0.02046775136762735
2,2.8826966379463825E-5
root = 1.9217409206219755
Iteration, Error
0,1.0
1,0.03354347567503323
2,7.332051741800045E-5
root = 1.9217409030373551
Iteration, Error
0,1.0
1,0.04444986362434215
2,0.015782187810700905
3,0.005064700595028657
root = 3.5551013438441474

Modified Secant Function #1
Iteration, Error
0,1.0
1,1.0882182240278142
2,0.6223151320994323
3,0.706265355939763
4,0.8708490445693743
5,1.282136053559302
6,3.6499647277745044
7,2.0544798563077653
8,0.4303867981133684
9,0.058459629439811416
10,0.0010090240089644389
root = 0.3650993963503832
Iteration, Error
0,0.5
1,0.040873048311941856
2,1.4407948486851112E-4
root = 1.921740796091825
Iteration, Error
0,0.3333333333333333
1,0.386828489918237
2,0.1809449567000374
3,0.10705495383481853
4,0.04212166830754223
5,0.0073930892282660955
root = 3.564700590048564
Iteration, Error
0,0.25
1,0.08709330067774605
2,0.028682493617144013
3,0.0036978751063998067
root = 3.5637630305606245

Bisection Function #2
Iteration, Error
0,1.0
1,0.0196078431372549
2,0.009900990099009901
root = 126.25

Newton-Raphson Function #2
Iteration, Error
0,1.0
1,0.027347036062807056
2,7.331937176249632E-4
root = 126.63236525958877

Secant Function #2
Iteration, Error
0,0.07692307692307693
1,0.025110443678903915
2,0.001486433603255049
root = 126.6273807263529

False Position Function #2
Iteration, Error
0,1.0
1,0.0013676486766049678
root = 126.64240160719655

Modified Secant Function #2
Iteration, Error
0,0.07692307692307693
1,0.027638218655178688
2,0.0010263577276822821
root = 126.63363548206647
